-2.435114065024157814e-31,3.446696736498442438e-31,-2.957059143366918213e-31,-8.271992542168250974e-32,-5.059424287332275071e-31,2.650993607030032331e-31,-1.167654278564266974e-31,-2.443536947990978742e-31,3.273120327261478758e-32,2.118240667295831145e-32,7.332486660806198444e-33,-1.221829963854435244e-31,1.190413708517677747e-31,-3.102230455459437087e-32,1.353423736721049828e-31,1.083428700886079925e-31,-2.575566967247766042e-31,-1.780967420829731197e-31,2.530859810780788433e-31,6.932445453370040645e-32,1.583202959765515583e-31,-4.848124196688946682e-32,-1.076683424412645467e-31,9.029243401648445372e-32,1.661864307029399086e-31,-1.959597745168797089e-32,8.781235448934202983e-33,4.741541118974919278e-31,9.934815495289446987e-32,-1.060684524743602128e-31
1.2217642857977471e-60
