,substrates,function,best,mean,std
0,Sphere,4DE_0123,1.278898271833466e-46,2.0855737256922198e-45,1.9860965936667007e-45
1,Sphere,3DE_012,1.4240578869121527e-46,1.3150497336176683e-45,1.1281441639217062e-45
2,Sphere,3DE_013,2.0964191316873234e-15,1.0638083498488256e-14,8.265785258280199e-15
3,Sphere,3DE_023,1.6726461380834778e-56,3.983554887811276e-55,7.048073087975257e-55
4,Sphere,3DE_123,6.283590650449946e-55,3.015754423603596e-53,4.951948246395124e-53
5,Sphere,2DE_01,0.0027411445849220913,0.004734745576119366,0.0019285585238254105
6,Sphere,2DE_02,7.51011839237236e-65,5.6298136968228646e-64,6.075587282217123e-64
7,Sphere,2DE_03,1.1081209262113913e-21,3.697127883411008e-21,2.8814583426824234e-21
8,Sphere,2DE_12,5.95400518700372e-63,3.932509482235528e-61,4.794381925420015e-61
9,Sphere,2DE_13,6.385788460642462e-19,1.8981733069021495e-18,2.2779535108104263e-18
10,Sphere,2DE_23,8.618384396341112e-76,1.0468294540558495e-74,9.27398332596183e-75
11,Sphere,1DE_0,2.06729065920467e-06,8.038764781527019e-06,3.485633281866586e-06
12,Sphere,1DE_1,4.404339237874816,12.186997887375437,5.077221131186817
13,Sphere,1DE_2,1.3801421414881286e-113,4.075712730187877e-111,7.58241336872259e-111
14,Sphere,1DE_3,8.622949600142685e-35,4.905658053626584e-34,4.264288007552416e-34
0,HighCondElliptic,4DE_0123,6.451864581297814e-08,1.6600366384599798e-07,7.788515322978928e-08
1,HighCondElliptic,3DE_012,6.493888966889651e-08,1.6739134836763055e-07,9.600010834184108e-08
2,HighCondElliptic,3DE_013,0.020469573323250098,0.03840954003723025,0.016704562746351383
3,HighCondElliptic,3DE_023,1.1636686059018915e-11,4.028244457541197e-11,2.2935381832727117e-11
4,HighCondElliptic,3DE_123,6.130490315466296e-11,2.5342654311969794e-10,1.507716016146038e-10
5,HighCondElliptic,2DE_01,56.931345811392454,83.25709135142617,18.756994515271757
6,HighCondElliptic,2DE_02,1.852279824362551e-14,4.604056682808448e-14,2.6716949140867544e-14
7,HighCondElliptic,2DE_03,5.0495126331050544e-05,0.00011005174549051908,3.9886862985934575e-05
8,HighCondElliptic,2DE_12,6.570543924461206e-14,6.01047602360092e-13,5.81045818113015e-13
9,HighCondElliptic,2DE_13,0.0009498200331427255,0.0025703107521284066,0.0016653277367716939
10,HighCondElliptic,2DE_23,1.64606843899821e-18,2.0509118392158495e-17,1.2579664802260735e-17
11,HighCondElliptic,1DE_0,3.119671763183711,5.521947573934951,1.2908983222420918
12,HighCondElliptic,1DE_1,496.0414816907314,580.7801993678186,57.76849137288263
13,HighCondElliptic,1DE_2,2.7286038949447195e-31,2.032739078728558e-27,5.4922257278254535e-27
14,HighCondElliptic,1DE_3,5.4818874040026116e-09,7.997899723439464e-09,2.145796145320206e-09
15,BentCigar,4DE_0123,0.036236768840281805,0.1058404446552333,0.07511461294661143
16,BentCigar,3DE_012,0.01492465272799206,0.06597839701461597,0.04838631056722117
17,BentCigar,3DE_013,17550.679870498625,24370.457698422175,4045.576933582767
18,BentCigar,3DE_023,4.051585283042003e-06,1.1728947809460045e-05,4.992997778282319e-06
19,BentCigar,3DE_123,2.384953224671638e-05,0.00011707469363423711,5.694626526564869e-05
20,BentCigar,2DE_01,241726326.22721264,327371318.24709,56585030.030305736
21,BentCigar,2DE_02,1.5986305135506286e-09,1.4166719947685337e-08,7.54217389984133e-09
22,BentCigar,2DE_03,33.07179934676524,78.51097127859637,44.33029195889564
23,BentCigar,2DE_12,2.301556471854365e-08,1.2453282503951763e-07,9.78235068863417e-08
24,BentCigar,2DE_13,538.747134493897,1706.2401285237047,1232.6652201212212
25,BentCigar,2DE_23,2.1990520349111254e-12,6.158598637454915e-12,3.175649226295521e-12
26,BentCigar,1DE_0,5934435.7388258455,11578174.24178423,3761267.5322813736
27,BentCigar,1DE_1,2774921823.9893546,4094101398.468428,995404381.5760971
28,BentCigar,1DE_2,3.8490898391398194e-26,5.187177737015407e-23,1.5503058693079905e-22
29,BentCigar,1DE_3,0.0017622672248708907,0.004255940460439854,0.0031276132641161873
30,Discus,4DE_0123,2.277712296530663e-10,7.306242184464707e-10,3.8998463582286976e-10
31,Discus,3DE_012,1.1374796284138192e-10,3.6383690448533383e-10,2.4057989092406263e-10
32,Discus,3DE_013,7.165221995348949e-05,0.00013694119001642137,4.079528950489716e-05
33,Discus,3DE_023,8.566888453380332e-14,2.444782892693955e-13,1.2653367457792228e-13
34,Discus,3DE_123,1.4103835976788258e-13,9.841847318217289e-13,5.095008524265428e-13
35,Discus,2DE_01,0.7095210870088744,1.3716110973829772,0.4126524816743347
36,Discus,2DE_02,2.534599723253474e-17,1.647414137043206e-16,1.2616201460979535e-16
37,Discus,2DE_03,2.914403121239521e-07,5.731644128993606e-07,1.7130731932043916e-07
38,Discus,2DE_12,3.7320841232075837e-16,1.4389012634545504e-15,9.487858277703315e-16
39,Discus,2DE_13,5.127958121484851e-06,9.490051909534643e-06,3.342524711855649e-06
40,Discus,2DE_23,1.2840088867419864e-20,3.151937007021174e-20,1.9421715569448574e-20
41,Discus,1DE_0,0.04080357036818955,0.07332827871277439,0.020910144016296577
42,Discus,1DE_1,11.848837985762762,15.81676377879126,3.187082033717934
43,Discus,1DE_2,9.988902951805922e-35,1.0725922255381405e-33,1.0070480437715715e-33
44,Discus,1DE_3,6.898887711216883e-12,2.305440191137654e-11,1.2450286906370713e-11
45,Rosenbrock,4DE_0123,21.57091615884775,30.382883116035817,23.22867433816588
