,substrates,function,best,mean,std
0,Weierstrass,4DE_0123,-59.99994277954098,-59.999942779540945,1.6963975307239312e-14
1,Weierstrass,3DE_012,-59.999942779540966,-59.999942779540916,3.1296161105196407e-14
2,Weierstrass,3DE_013,-59.99994277954099,-59.999942779540945,2.4511149818323957e-14
3,Weierstrass,3DE_023,-59.99994277954099,-59.99994277954094,3.3099396145110276e-14
4,Weierstrass,3DE_123,-59.999942779540916,-59.99994277954088,3.185577920058321e-14
5,Weierstrass,2DE_01,-59.999942779540966,-59.99994277954092,2.886238236725078e-14
6,Weierstrass,2DE_02,-59.99994277954101,-59.99994277954097,2.3566036520288945e-14
7,Weierstrass,2DE_03,-59.99994277954101,-59.999942779540994,1.9716760740367943e-14
8,Weierstrass,2DE_12,-59.99994277954093,-59.99994277954088,2.7610780119467573e-14
9,Weierstrass,2DE_13,-59.999942779540916,-59.99994277954088,2.43043009738913e-14
10,Weierstrass,2DE_23,-59.99994277954089,-59.999942779540845,2.420021355352219e-14
11,Weierstrass,1DE_0,-59.999942779541,-59.999942779540994,1.4387393840789702e-14
12,Weierstrass,1DE_1,-59.99994277954094,-59.99994277954088,2.842170943040401e-14
13,Weierstrass,1DE_2,-59.999942779540866,-59.996651142447334,0.006583274187010702
14,Weierstrass,1DE_3,-59.999942779540994,-59.99994277954088,4.697112069902235e-14
15,Griewank,4DE_0123,3.3306690738754696e-16,5.329070518200751e-15,6.759061116280267e-15
16,Griewank,3DE_012,0.0,3.3306690738754695e-17,7.108895957933347e-17
17,Griewank,3DE_013,0.00030692751091343506,0.0016801888153274546,0.0017728088017455212
18,Griewank,3DE_023,0.0,0.0,0.0
19,Griewank,3DE_123,0.0,0.0,0.0
20,Griewank,2DE_01,1.0245447094433477,1.0438664577394328,0.009800032515785534
21,Griewank,2DE_02,0.0,0.0019712112853376373,0.0040930467332921765
22,Griewank,2DE_03,2.8912978639050735e-06,1.1942093125305587e-05,1.7015872652686148e-05
23,Griewank,2DE_12,0.0,0.0012320988875106575,0.003696296662531973
24,Griewank,2DE_13,9.015485729180206e-06,1.672274033447385e-05,8.099608372377977e-06
25,Griewank,2DE_23,0.0,0.001479208066822979,0.0029584161336459578
26,Griewank,1DE_0,0.6611747621503832,0.7970001426035822,0.07939927453053386
27,Griewank,1DE_1,1.518919385544076,1.6796657152474856,0.10831698006514183
28,Griewank,1DE_2,0.0,0.0032033101696761213,0.0051739473611007265
29,Griewank,1DE_3,2.4557744726649844e-10,4.5973236328933353e-10,2.2960511189266483e-10
30,Rastrigin,4DE_0123,137.81944537305438,168.1575733295195,14.220138005231364
31,Rastrigin,3DE_012,155.03288690684585,174.43839158854036,9.89734242654685
32,Rastrigin,3DE_013,195.11493361011236,209.49858701274934,8.844720493092069
33,Rastrigin,3DE_023,141.9610403799293,162.9111385430544,12.335396896335963
34,Rastrigin,3DE_123,163.313458566552,175.82281690936696,6.493253323401793
35,Rastrigin,2DE_01,227.3925575288879,241.638200709326,10.040608602794002
36,Rastrigin,2DE_02,151.52680021096077,168.80106590104657,8.718760763469762
37,Rastrigin,2DE_03,183.9349296182279,200.60584305495846,7.867546284677007
38,Rastrigin,2DE_12,146.07262643454618,165.97632391165052,10.050771778811823
39,Rastrigin,2DE_13,182.50204239244061,196.72528847667525,8.391034921785506
40,Rastrigin,2DE_23,149.1632686333149,164.81326199024502,8.611345260406477
41,Rastrigin,1DE_0,209.06698063196916,231.08393314486057,11.551801895099894
42,Rastrigin,1DE_1,244.52625142424395,285.4922391298364,19.11753524566422
43,Rastrigin,1DE_2,97.9992955274854,147.8415228315114,20.89472918421952
44,Rastrigin,1DE_3,140.1137789323461,176.4619984613003,15.777370274505095
45,ModSchwefel,4DE_0123,0.0,1.8189894035458566e-13,5.45696821063757e-13
46,ModSchwefel,3DE_012,0.0,0.0,0.0
47,ModSchwefel,3DE_013,0.00036323347012512386,0.0007463453219315852,0.00033685326946113875
48,ModSchwefel,3DE_023,0.0,0.0,0.0
49,ModSchwefel,3DE_123,0.0,0.0,0.0
50,ModSchwefel,2DE_01,9.336187547940426,17.412987192132825,6.2078825045897315
51,ModSchwefel,2DE_02,0.0,0.0,0.0
52,ModSchwefel,2DE_03,4.195911969873123e-06,1.2894595056422985e-05,7.032386789279034e-06
53,ModSchwefel,2DE_12,0.0,0.0,0.0
54,ModSchwefel,2DE_13,6.544767529703677e-06,1.1274745338596403e-05,4.524729275668474e-06
55,ModSchwefel,2DE_23,0.0,0.0,0.0
56,ModSchwefel,1DE_0,1.7534731981158984,2.251767374787414,0.5176226686442649
57,ModSchwefel,1DE_1,208.12093971428658,318.19284526155934,62.6970152586616
58,ModSchwefel,1DE_2,0.0,0.0,0.0
59,ModSchwefel,1DE_3,4.0745362639427185e-10,9.275026968680322e-10,5.433796323189605e-10
