,function,operator,best,mean,std
23,HighCondElliptic,2DE_12,1.0804079220702054e-59,1.83548167316652e-58,3.335854142266526e-58
24,HighCondElliptic,2DE_13,1.1647086002836763e-17,2.636819791808282e-17,1.3737361884421153e-17
25,HighCondElliptic,2DE_23,1.2612700239980504e-73,1.7483618560708368e-72,1.6406285962220692e-72
26,HighCondElliptic,1DE_0,1.6491469342206009e-06,4.0819280507854585e-06,1.835271012569118e-06
27,HighCondElliptic,1DE_1,0.8197857349684432,1.7964062430599967,0.7332732507876356
28,HighCondElliptic,1DE_2,1.845827074029802e-107,1.2585281319647378e-105,2.5683107888175122e-105
29,HighCondElliptic,1DE_3,1.1419299080568978e-33,9.694247031393915e-33,9.77606111630013e-33
30,BentCigar,4DE_0123,4.242012970043668e-39,1.5084929178011475e-38,1.4172813673230476e-38
31,BentCigar,3DE_012,3.758338621320582e-40,6.363819847433229e-39,3.74658356263929e-39
32,BentCigar,3DE_013,1.1036941599324775e-08,5.4871734366588644e-08,3.058388353316973e-08
33,BentCigar,3DE_023,1.4016518087820719e-49,1.8220292949570772e-48,1.8952365386734034e-48
34,BentCigar,3DE_123,4.7750771706490986e-48,2.8059067632738294e-47,2.1412669473559717e-47
35,BentCigar,2DE_01,2214.7411545920904,3972.233275425212,1797.0671579355333
36,BentCigar,2DE_02,5.496543853288759e-58,2.9657317001948095e-56,4.526768671492781e-56
37,BentCigar,2DE_03,5.438722764282735e-15,4.2806981732778856e-14,3.21896325118807e-14
38,BentCigar,2DE_12,2.106272895513067e-54,2.5907735492853336e-53,3.2828873292452044e-53
39,BentCigar,2DE_13,4.13855369474129e-12,1.509620834693099e-11,7.356236439849607e-12
40,BentCigar,2DE_23,4.319779121302913e-68,9.551439014927424e-67,1.5159432982170082e-66
41,BentCigar,1DE_0,2.094546870254253,4.354700861510611,2.1154893223648177
42,BentCigar,1DE_1,2204409.3966994956,7162937.701668088,3571266.7014057823
43,BentCigar,1DE_2,4.156608610571364e-103,2.6441249780502813e-98,7.931077622668355e-98
44,BentCigar,1DE_3,1.2836713690870096e-27,4.16635948052337e-27,2.7590721855237726e-27
45,Discus,4DE_0123,4.504588112750712e-47,2.1636272102175434e-46,1.0787303443515004e-46
46,Discus,3DE_012,5.070549627630423e-48,1.481311118647861e-47,8.485673053011116e-48
47,Discus,3DE_013,1.5358008530567552e-16,4.3233993749562365e-16,2.2310394126710245e-16
48,Discus,3DE_023,3.753666462289867e-58,7.455395426621853e-57,8.013767227795182e-57
49,Discus,3DE_123,2.6710890345236376e-56,3.717458909094803e-55,3.697605168365397e-55
50,Discus,2DE_01,2.0084797873366547e-05,3.3119048183034296e-05,1.1280193642821837e-05
51,Discus,2DE_02,1.967512628826766e-65,9.100095517893217e-65,7.5319371559280964e-65
52,Discus,2DE_03,1.0154756655682505e-22,4.435593446035986e-22,3.830587164649957e-22
53,Discus,2DE_12,1.5093743476025674e-62,1.020486744416951e-61,9.084898888753942e-62
54,Discus,2DE_13,2.4720247073737406e-20,1.3834043267655489e-19,5.841514391707451e-20
55,Discus,2DE_23,4.35827303073416e-76,1.341415693552454e-75,8.364393895960659e-76
56,Discus,1DE_0,3.092310033612379e-08,5.8861009809191234e-08,1.4415524005041651e-08
57,Discus,1DE_1,0.021377989780911186,0.047627444981934434,0.0161021628195551
58,Discus,1DE_2,4.7130837412874065e-112,5.061790551264047e-110,5.618608286412886e-110
59,Discus,1DE_3,3.752055401834176e-36,2.3968646778435262e-35,1.0053982675406696e-35
60,Rosenbrock,4DE_0123,1.0754354022488002e-07,9.81443659701038e-07,9.663713600383016e-07
61,Rosenbrock,3DE_012,1.7564211979088787e-08,1.4606420735507795e-07,1.1030282092780944e-07
62,Rosenbrock,3DE_013,10.394319628681322,10.868184340061607,0.47053686998918764
63,Rosenbrock,3DE_023,1.373668908697612e-10,6.172333613963978e-08,1.3767696530138798e-07
64,Rosenbrock,3DE_123,7.058511194696303e-13,2.816064280592794e-10,3.659758385304408e-10
65,Rosenbrock,2DE_01,129.0274433560461,334.66638239480665,88.1700700865878
66,Rosenbrock,2DE_02,1.491276742341196e-17,0.3986623855009095,1.1959871562673792
67,Rosenbrock,2DE_03,3.5742345687563724,4.49450036952509,0.5994086541992489
68,Rosenbrock,2DE_12,2.697791859253246e-15,9.569693862998592e-12,2.5939595024538612e-11
69,Rosenbrock,2DE_13,3.9560461561361997,5.205386993274512,0.8174224316216663
70,Rosenbrock,2DE_23,8.391083348722308e-17,0.39866250177630036,1.1959871175093708
71,Rosenbrock,1DE_0,27.465370917983815,30.386468385288957,2.355990907207325
72,Rosenbrock,1DE_1,100565.07031205946,271866.6388535596,125973.7414591759
73,Rosenbrock,1DE_2,1.0721014748703743e-24,0.39869268103286526,1.1959770905135243
74,Rosenbrock,1DE_3,0.005300064946023756,0.8292484666875202,0.5901956371026584
75,Ackley,4DE_0123,3.552713678800501e-15,3.552713678800501e-15,0.0
76,Ackley,3DE_012,3.552713678800501e-15,3.552713678800501e-15,0.0
77,Ackley,3DE_013,1.0647298154253804e-08,1.8597422979382828e-08,4.4854836114430905e-09
78,Ackley,3DE_023,3.552713678800501e-15,3.552713678800501e-15,0.0
79,Ackley,3DE_123,3.552713678800501e-15,3.552713678800501e-15,0.0
80,Ackley,2DE_01,0.005683632399367866,0.007796040830283246,0.001615343085823565
81,Ackley,2DE_02,3.552713678800501e-15,3.552713678800501e-15,0.0
82,Ackley,2DE_03,5.218936394157936e-12,1.4520651347993407e-11,4.48956409316189e-12
83,Ackley,2DE_12,3.552713678800501e-15,3.552713678800501e-15,0.0
84,Ackley,2DE_13,2.9537616796915245e-10,3.5367975215194747e-10,5.133215792684947e-11
85,Ackley,2DE_23,3.552713678800501e-15,3.552713678800501e-15,0.0
86,Ackley,1DE_0,0.00010823645312285635,0.00017468295987619343,6.042806364771331e-05
87,Ackley,1DE_1,0.3697791539230302,0.9443731312074075,0.2858365054636317
88,Ackley,1DE_2,3.552713678800501e-15,3.552713678800501e-15,0.0
89,Ackley,1DE_3,3.552713678800501e-15,4.973799150320701e-15,1.7404671430534636e-15
90,Weierstrass,4DE_0123,-59.99994277954098,-59.99994277954094,3.209262840367789e-14
91,Weierstrass,3DE_012,-59.99994277954095,-59.99994277954092,1.797546735911271e-14
92,Weierstrass,3DE_013,-59.99994277954099,-59.999942779540945,3.657742603375525e-14
93,Weierstrass,3DE_023,-59.99994277954098,-59.99994277954092,2.7610780119467573e-14
94,Weierstrass,3DE_123,-59.99994277954091,-59.99994277954088,2.3672912517664714e-14
95,Weierstrass,2DE_01,-59.99994277954098,-59.99994277954092,3.022939748999341e-14
96,Weierstrass,2DE_02,-59.999942779540966,-59.999942779540945,1.7834481124639202e-14
97,Weierstrass,2DE_03,-59.99994277954101,-59.999942779541,8.987733679556355e-15
98,Weierstrass,2DE_12,-59.99994277954094,-59.99994277954089,3.2249561507769095e-14
99,Weierstrass,2DE_13,-59.99994277954091,-59.99994277954088,2.3672912517664714e-14
100,Weierstrass,2DE_23,-59.999942779540895,-59.999942779540866,2.02224007790018e-14
101,Weierstrass,1DE_0,-59.99994277954101,-59.999942779541,6.355287432313019e-15
102,Weierstrass,1DE_1,-59.99994277954093,-59.999942779540866,2.388522988492754e-14
103,Weierstrass,1DE_2,-59.999942779540916,-59.99994277954086,3.415043136299663e-14
104,Weierstrass,1DE_3,-59.99994277954098,-59.99994277954089,5.5812668297947655e-14
105,Griewank,4DE_0123,0.0,0.0,0.0
106,Griewank,3DE_012,0.0,0.0007396040334114895,0.0022188121002344684
107,Griewank,3DE_013,1.887379141862766e-15,1.0802470029602773e-14,1.0892759015774793e-14
108,Griewank,3DE_023,0.0,0.0,0.0
109,Griewank,3DE_123,0.0,0.0,0.0
110,Griewank,2DE_01,0.0004240346709887266,0.18506409503464666,0.2645045906300805
111,Griewank,2DE_02,0.0,0.0007396040334114895,0.0022188121002344684
112,Griewank,2DE_03,0.0,0.0,0.0
113,Griewank,2DE_12,0.0,0.002464936527605055,0.0038185044747397136
114,Griewank,2DE_13,0.0,0.0,0.0
115,Griewank,2DE_23,0.0,0.0,0.0
116,Griewank,1DE_0,4.242557707367922e-07,6.931294881588058e-05,0.00018300246796314968
117,Griewank,1DE_1,0.8637367270734582,0.8987291024755841,0.02523369052912718
118,Griewank,1DE_2,0.0,0.0012320988875106575,0.003696296662531973
119,Griewank,1DE_3,0.0,0.0,0.0
120,Rastrigin,4DE_0123,129.52767327450823,146.57460803932292,9.231957520311962
121,Rastrigin,3DE_012,139.85665963757612,154.3017219088896,8.840958844064922
122,Rastrigin,3DE_013,168.60948358391855,180.65552918102668,8.02103240238593
123,Rastrigin,3DE_023,130.52806680254824,144.5159198484055,6.831021752039546
124,Rastrigin,3DE_123,115.34173708912363,145.84335308779654,11.938313590687422
125,Rastrigin,2DE_01,195.79310612692717,217.24525403294643,10.388102785717024
126,Rastrigin,2DE_02,126.9217800808893,145.772766260673,10.381967593966245
127,Rastrigin,2DE_03,152.3747311833813,171.8382667687641,11.66636473795609
128,Rastrigin,2DE_12,137.0058675137788,149.75439083755563,7.989850630286206
129,Rastrigin,2DE_13,139.7840173849163,170.4731605751686,11.262940246004332
130,Rastrigin,2DE_23,127.6562751733396,143.07838287663836,8.752313356980181
131,Rastrigin,1DE_0,184.01583990988073,199.48470110853583,10.423801509352685
132,Rastrigin,1DE_1,234.7157453222926,252.01137738739004,12.818760632615088
133,Rastrigin,1DE_2,9.949590570932969,56.14365520002532,48.707002114048414
134,Rastrigin,1DE_3,151.22268738339818,162.25031051200764,7.654624218387754
135,ModSchwefel,4DE_0123,0.0,0.0,0.0
136,ModSchwefel,3DE_012,0.0,0.0,0.0
137,ModSchwefel,3DE_013,0.0,0.0,0.0
138,ModSchwefel,3DE_023,0.0,0.0,0.0
139,ModSchwefel,3DE_123,0.0,0.0,0.0
140,ModSchwefel,2DE_01,0.0007259845260705333,0.0011778208770920173,0.0002956677686125376
141,ModSchwefel,2DE_02,0.0,0.0,0.0
142,ModSchwefel,2DE_03,0.0,0.0,0.0
143,ModSchwefel,2DE_12,0.0,0.0,0.0
144,ModSchwefel,2DE_13,0.0,0.0,0.0
145,ModSchwefel,2DE_23,0.0,0.0,0.0
146,ModSchwefel,1DE_0,6.12320945947431e-07,2.0214803953422235e-06,1.5650350858820588e-06
147,ModSchwefel,1DE_1,1.3443343277285749,2.378031313521933,0.6245606445855878
148,ModSchwefel,1DE_2,0.0,0.0,0.0
149,ModSchwefel,1DE_3,0.0,0.0,0.0
150,Katsuura,4DE_0123,0.0,0.0,0.0
